raceId,year,round,circuitId,name,date
1,2009,1,1,Australian Grand Prix,29/3/2009
2,2009,2,2,Malaysian Grand Prix,5/4/2009
3,2009,3,17,Chinese Grand Prix,19/4/2009
4,2009,4,3,Bahrain Grand Prix,26/4/2009
5,2009,5,4,Spanish Grand Prix,10/5/2009
6,2009,6,6,Monaco Grand Prix,24/5/2009
7,2009,7,5,Turkish Grand Prix,7/6/2009
8,2009,8,9,British Grand Prix,21/6/2009
9,2009,9,20,German Grand Prix,12/7/2009
10,2009,10,11,Hungarian Grand Prix,26/7/2009
11,2009,11,12,European Grand Prix,23/8/2009
12,2009,12,13,Belgian Grand Prix,30/8/2009
13,2009,13,14,Italian Grand Prix,13/9/2009
14,2009,14,15,Singapore Grand Prix,27/9/2009
15,2009,15,22,Japanese Grand Prix,4/10/2009
16,2009,16,18,Brazilian Grand Prix,18/10/2009
17,2009,17,24,Abu Dhabi Grand Prix,1/11/2009
18,2008,1,1,Australian Grand Prix,16/3/2008
19,2008,2,2,Malaysian Grand Prix,23/3/2008
20,2008,3,3,Bahrain Grand Prix,6/4/2008
21,2008,4,4,Spanish Grand Prix,27/4/2008
22,2008,5,5,Turkish Grand Prix,11/5/2008
23,2008,6,6,Monaco Grand Prix,25/5/2008
24,2008,7,7,Canadian Grand Prix,8/6/2008
25,2008,8,8,French Grand Prix,22/6/2008
26,2008,9,9,British Grand Prix,6/7/2008
27,2008,10,10,German Grand Prix,20/7/2008
28,2008,11,11,Hungarian Grand Prix,3/8/2008
29,2008,12,12,European Grand Prix,24/8/2008
30,2008,13,13,Belgian Grand Prix,7/9/2008
31,2008,14,14,Italian Grand Prix,14/9/2008
32,2008,15,15,Singapore Grand Prix,28/9/2008
33,2008,16,16,Japanese Grand Prix,12/10/2008
34,2008,17,17,Chinese Grand Prix,19/10/2008
35,2008,18,18,Brazilian Grand Prix,2/11/2008
36,2007,1,1,Australian Grand Prix,18/3/2007
37,2007,2,2,Malaysian Grand Prix,8/4/2007
38,2007,3,3,Bahrain Grand Prix,15/4/2007
39,2007,4,4,Spanish Grand Prix,13/5/2007
40,2007,5,6,Monaco Grand Prix,27/5/2007
41,2007,6,7,Canadian Grand Prix,10/6/2007
42,2007,7,19,United States Grand Prix,17/6/2007
43,2007,8,8,French Grand Prix,1/7/2007
44,2007,9,9,British Grand Prix,8/7/2007
45,2007,10,20,European Grand Prix,22/7/2007
46,2007,11,11,Hungarian Grand Prix,5/8/2007
47,2007,12,5,Turkish Grand Prix,26/8/2007
48,2007,13,14,Italian Grand Prix,9/9/2007
49,2007,14,13,Belgian Grand Prix,16/9/2007
50,2007,15,16,Japanese Grand Prix,30/9/2007
51,2007,16,17,Chinese Grand Prix,7/10/2007
52,2007,17,18,Brazilian Grand Prix,21/10/2007
53,2006,1,3,Bahrain Grand Prix,12/3/2006
54,2006,2,2,Malaysian Grand Prix,19/3/2006
55,2006,3,1,Australian Grand Prix,2/4/2006
56,2006,4,21,San Marino Grand Prix,23/4/2006
57,2006,5,20,European Grand Prix,7/5/2006
58,2006,6,4,Spanish Grand Prix,14/5/2006
59,2006,7,6,Monaco Grand Prix,28/5/2006
60,2006,8,9,British Grand Prix,11/6/2006
61,2006,9,7,Canadian Grand Prix,25/6/2006
62,2006,10,19,United States Grand Prix,2/7/2006
63,2006,11,8,French Grand Prix,16/7/2006
64,2006,12,10,German Grand Prix,30/7/2006
65,2006,13,11,Hungarian Grand Prix,6/8/2006
66,2006,14,5,Turkish Grand Prix,27/8/2006
67,2006,15,14,Italian Grand Prix,10/9/2006
68,2006,16,17,Chinese Grand Prix,1/10/2006
69,2006,17,22,Japanese Grand Prix,8/10/2006
70,2006,18,18,Brazilian Grand Prix,22/10/2006
71,2005,1,1,Australian Grand Prix,6/3/2005
72,2005,2,2,Malaysian Grand Prix,20/3/2005
73,2005,3,3,Bahrain Grand Prix,3/4/2005
74,2005,4,21,San Marino Grand Prix,24/4/2005
75,2005,5,4,Spanish Grand Prix,8/5/2005
76,2005,6,6,Monaco Grand Prix,22/5/2005
77,2005,7,20,European Grand Prix,29/5/2005
78,2005,8,7,Canadian Grand Prix,12/6/2005
79,2005,9,19,United States Grand Prix,19/6/2005
80,2005,10,8,French Grand Prix,3/7/2005
81,2005,11,9,British Grand Prix,10/7/2005
82,2005,12,10,German Grand Prix,24/7/2005
83,2005,13,11,Hungarian Grand Prix,31/7/2005
84,2005,14,5,Turkish Grand Prix,21/8/2005
85,2005,15,14,Italian Grand Prix,4/9/2005
86,2005,16,13,Belgian Grand Prix,11/9/2005
87,2005,17,18,Brazilian Grand Prix,25/9/2005
88,2005,18,22,Japanese Grand Prix,9/10/2005
89,2005,19,17,Chinese Grand Prix,16/10/2005
90,2004,1,1,Australian Grand Prix,7/3/2004
91,2004,2,2,Malaysian Grand Prix,21/3/2004
92,2004,3,3,Bahrain Grand Prix,4/4/2004
93,2004,4,21,San Marino Grand Prix,25/4/2004
94,2004,5,4,Spanish Grand Prix,9/5/2004
95,2004,6,6,Monaco Grand Prix,23/5/2004
96,2004,7,20,European Grand Prix,30/5/2004
97,2004,8,7,Canadian Grand Prix,13/6/2004
98,2004,9,19,United States Grand Prix,20/6/2004
99,2004,10,8,French Grand Prix,4/7/2004
100,2004,11,9,British Grand Prix,11/7/2004
101,2004,12,10,German Grand Prix,25/7/2004
102,2004,13,11,Hungarian Grand Prix,15/8/2004
103,2004,14,13,Belgian Grand Prix,29/8/2004
104,2004,15,14,Italian Grand Prix,12/9/2004
105,2004,16,17,Chinese Grand Prix,26/9/2004
106,2004,17,22,Japanese Grand Prix,10/10/2004
107,2004,18,18,Brazilian Grand Prix,24/10/2004
108,2003,1,1,Australian Grand Prix,9/3/2003
109,2003,2,2,Malaysian Grand Prix,23/3/2003
110,2003,3,18,Brazilian Grand Prix,6/4/2003
111,2003,4,21,San Marino Grand Prix,20/4/2003
112,2003,5,4,Spanish Grand Prix,4/5/2003
113,2003,6,70,Austrian Grand Prix,18/5/2003
114,2003,7,6,Monaco Grand Prix,1/6/2003
115,2003,8,7,Canadian Grand Prix,15/6/2003
116,2003,9,20,European Grand Prix,29/6/2003
117,2003,10,8,French Grand Prix,6/7/2003
118,2003,11,9,British Grand Prix,20/7/2003
119,2003,12,10,German Grand Prix,3/8/2003
120,2003,13,11,Hungarian Grand Prix,24/8/2003
121,2003,14,14,Italian Grand Prix,14/9/2003
122,2003,15,19,United States Grand Prix,28/9/2003
123,2003,16,22,Japanese Grand Prix,12/10/2003
124,2002,1,1,Australian Grand Prix,3/3/2002
125,2002,2,2,Malaysian Grand Prix,17/3/2002
126,2002,3,18,Brazilian Grand Prix,31/3/2002
127,2002,4,21,San Marino Grand Prix,14/4/2002
128,2002,5,4,Spanish Grand Prix,28/4/2002
129,2002,6,70,Austrian Grand Prix,12/5/2002
130,2002,7,6,Monaco Grand Prix,26/5/2002
131,2002,8,7,Canadian Grand Prix,9/6/2002
132,2002,9,20,European Grand Prix,23/6/2002
133,2002,10,9,British Grand Prix,7/7/2002
134,2002,11,8,French Grand Prix,21/7/2002
135,2002,12,10,German Grand Prix,28/7/2002
136,2002,13,11,Hungarian Grand Prix,18/8/2002
137,2002,14,13,Belgian Grand Prix,1/9/2002
138,2002,15,14,Italian Grand Prix,15/9/2002
139,2002,16,19,United States Grand Prix,29/9/2002
140,2002,17,22,Japanese Grand Prix,13/10/2002
141,2001,1,1,Australian Grand Prix,4/3/2001
142,2001,2,2,Malaysian Grand Prix,18/3/2001
143,2001,3,18,Brazilian Grand Prix,1/4/2001
144,2001,4,21,San Marino Grand Prix,15/4/2001
145,2001,5,4,Spanish Grand Prix,29/4/2001
146,2001,6,70,Austrian Grand Prix,13/5/2001
147,2001,7,6,Monaco Grand Prix,27/5/2001
148,2001,8,7,Canadian Grand Prix,10/6/2001
149,2001,9,20,European Grand Prix,24/6/2001
150,2001,10,8,French Grand Prix,1/7/2001
151,2001,11,9,British Grand Prix,15/7/2001
152,2001,12,10,German Grand Prix,29/7/2001
153,2001,13,11,Hungarian Grand Prix,19/8/2001
154,2001,14,13,Belgian Grand Prix,2/9/2001
155,2001,15,14,Italian Grand Prix,16/9/2001
156,2001,16,19,United States Grand Prix,30/9/2001
157,2001,17,22,Japanese Grand Prix,14/10/2001
158,2000,1,1,Australian Grand Prix,12/3/2000
159,2000,2,18,Brazilian Grand Prix,26/3/2000
160,2000,3,21,San Marino Grand Prix,9/4/2000
161,2000,4,9,British Grand Prix,23/4/2000
162,2000,5,4,Spanish Grand Prix,7/5/2000
163,2000,6,20,European Grand Prix,21/5/2000
164,2000,7,6,Monaco Grand Prix,4/6/2000
165,2000,8,7,Canadian Grand Prix,18/6/2000
166,2000,9,8,French Grand Prix,2/7/2000
167,2000,10,70,Austrian Grand Prix,16/7/2000
168,2000,11,10,German Grand Prix,30/7/2000
169,2000,12,11,Hungarian Grand Prix,13/8/2000
170,2000,13,13,Belgian Grand Prix,27/8/2000
171,2000,14,14,Italian Grand Prix,10/9/2000
172,2000,15,19,United States Grand Prix,24/9/2000
173,2000,16,22,Japanese Grand Prix,8/10/2000
174,2000,17,2,Malaysian Grand Prix,22/10/2000
175,1999,1,1,Australian Grand Prix,7/3/1999
176,1999,2,18,Brazilian Grand Prix,11/4/1999
177,1999,3,21,San Marino Grand Prix,2/5/1999
178,1999,4,6,Monaco Grand Prix,16/5/1999
179,1999,5,4,Spanish Grand Prix,30/5/1999
180,1999,6,7,Canadian Grand Prix,13/6/1999
181,1999,7,8,French Grand Prix,27/6/1999
182,1999,8,9,British Grand Prix,11/7/1999
183,1999,9,70,Austrian Grand Prix,25/7/1999
184,1999,10,10,German Grand Prix,1/8/1999
185,1999,11,11,Hungarian Grand Prix,15/8/1999
186,1999,12,13,Belgian Grand Prix,29/8/1999
187,1999,13,14,Italian Grand Prix,12/9/1999
188,1999,14,20,European Grand Prix,26/9/1999
189,1999,15,2,Malaysian Grand Prix,17/10/1999
190,1999,16,22,Japanese Grand Prix,31/10/1999
191,1998,1,1,Australian Grand Prix,8/3/1998
192,1998,2,18,Brazilian Grand Prix,29/3/1998
193,1998,3,25,Argentine Grand Prix,12/4/1998
194,1998,4,21,San Marino Grand Prix,26/4/1998
195,1998,5,4,Spanish Grand Prix,10/5/1998
196,1998,6,6,Monaco Grand Prix,24/5/1998
197,1998,7,7,Canadian Grand Prix,7/6/1998
198,1998,8,8,French Grand Prix,28/6/1998
199,1998,9,9,British Grand Prix,12/7/1998
200,1998,10,70,Austrian Grand Prix,26/7/1998
201,1998,11,10,German Grand Prix,2/8/1998
202,1998,12,11,Hungarian Grand Prix,16/8/1998
203,1998,13,13,Belgian Grand Prix,30/8/1998
204,1998,14,14,Italian Grand Prix,13/9/1998
205,1998,15,20,Luxembourg Grand Prix,27/9/1998
206,1998,16,22,Japanese Grand Prix,1/11/1998
207,1997,1,1,Australian Grand Prix,9/3/1997
208,1997,2,18,Brazilian Grand Prix,30/3/1997
209,1997,3,25,Argentine Grand Prix,13/4/1997
210,1997,4,21,San Marino Grand Prix,27/4/1997
211,1997,5,6,Monaco Grand Prix,11/5/1997
212,1997,6,4,Spanish Grand Prix,25/5/1997
213,1997,7,7,Canadian Grand Prix,15/6/1997
214,1997,8,8,French Grand Prix,29/6/1997
215,1997,9,9,British Grand Prix,13/7/1997
216,1997,10,10,German Grand Prix,27/7/1997
217,1997,11,11,Hungarian Grand Prix,10/8/1997
218,1997,12,13,Belgian Grand Prix,24/8/1997
219,1997,13,14,Italian Grand Prix,7/9/1997
220,1997,14,70,Austrian Grand Prix,21/9/1997
221,1997,15,20,Luxembourg Grand Prix,28/9/1997
222,1997,16,22,Japanese Grand Prix,12/10/1997
223,1997,17,26,European Grand Prix,26/10/1997
224,1996,1,1,Australian Grand Prix,10/3/1996
225,1996,2,18,Brazilian Grand Prix,31/3/1996
226,1996,3,25,Argentine Grand Prix,7/4/1996
227,1996,4,20,European Grand Prix,28/4/1996
228,1996,5,21,San Marino Grand Prix,5/5/1996
229,1996,6,6,Monaco Grand Prix,19/5/1996
230,1996,7,4,Spanish Grand Prix,2/6/1996
231,1996,8,7,Canadian Grand Prix,16/6/1996
232,1996,9,8,French Grand Prix,30/6/1996
233,1996,10,9,British Grand Prix,14/7/1996
234,1996,11,10,German Grand Prix,28/7/1996
235,1996,12,11,Hungarian Grand Prix,11/8/1996
236,1996,13,13,Belgian Grand Prix,25/8/1996
237,1996,14,14,Italian Grand Prix,8/9/1996
238,1996,15,27,Portuguese Grand Prix,22/9/1996
239,1996,16,22,Japanese Grand Prix,13/10/1996
240,1995,1,18,Brazilian Grand Prix,26/3/1995
241,1995,2,25,Argentine Grand Prix,9/4/1995
242,1995,3,21,San Marino Grand Prix,30/4/1995
243,1995,4,4,Spanish Grand Prix,14/5/1995
244,1995,5,6,Monaco Grand Prix,28/5/1995
245,1995,6,7,Canadian Grand Prix,11/6/1995
246,1995,7,8,French Grand Prix,2/7/1995
247,1995,8,9,British Grand Prix,16/7/1995
248,1995,9,10,German Grand Prix,30/7/1995
249,1995,10,11,Hungarian Grand Prix,13/8/1995
250,1995,11,13,Belgian Grand Prix,27/8/1995
251,1995,12,14,Italian Grand Prix,10/9/1995
252,1995,13,27,Portuguese Grand Prix,24/9/1995
253,1995,14,20,European Grand Prix,1/10/1995
254,1995,15,28,Pacific Grand Prix,22/10/1995
255,1995,16,22,Japanese Grand Prix,29/10/1995
256,1995,17,29,Australian Grand Prix,12/11/1995
257,1994,1,18,Brazilian Grand Prix,27/3/1994
258,1994,2,28,Pacific Grand Prix,17/4/1994
259,1994,3,21,San Marino Grand Prix,1/5/1994
260,1994,4,6,Monaco Grand Prix,15/5/1994
261,1994,5,4,Spanish Grand Prix,29/5/1994
262,1994,6,7,Canadian Grand Prix,12/6/1994
263,1994,7,8,French Grand Prix,3/7/1994
264,1994,8,9,British Grand Prix,10/7/1994
265,1994,9,10,German Grand Prix,31/7/1994
266,1994,10,11,Hungarian Grand Prix,14/8/1994
267,1994,11,13,Belgian Grand Prix,28/8/1994
268,1994,12,14,Italian Grand Prix,11/9/1994
269,1994,13,27,Portuguese Grand Prix,25/9/1994
270,1994,14,26,European Grand Prix,16/10/1994
271,1994,15,22,Japanese Grand Prix,6/11/1994
272,1994,16,29,Australian Grand Prix,13/11/1994
273,1993,1,30,South African Grand Prix,14/3/1993
274,1993,2,18,Brazilian Grand Prix,28/3/1993
275,1993,3,31,European Grand Prix,11/4/1993
276,1993,4,21,San Marino Grand Prix,25/4/1993
277,1993,5,4,Spanish Grand Prix,9/5/1993
278,1993,6,6,Monaco Grand Prix,23/5/1993
279,1993,7,7,Canadian Grand Prix,13/6/1993
280,1993,8,8,French Grand Prix,4/7/1993
281,1993,9,9,British Grand Prix,11/7/1993
282,1993,10,10,German Grand Prix,25/7/1993
283,1993,11,11,Hungarian Grand Prix,15/8/1993
284,1993,12,13,Belgian Grand Prix,29/8/1993
285,1993,13,14,Italian Grand Prix,12/9/1993
286,1993,14,27,Portuguese Grand Prix,26/9/1993
287,1993,15,22,Japanese Grand Prix,24/10/1993
288,1993,16,29,Australian Grand Prix,7/11/1993
289,1992,1,30,South African Grand Prix,1/3/1992
290,1992,2,32,Mexican Grand Prix,22/3/1992
291,1992,3,18,Brazilian Grand Prix,5/4/1992
292,1992,4,4,Spanish Grand Prix,3/5/1992
293,1992,5,21,San Marino Grand Prix,17/5/1992
294,1992,6,6,Monaco Grand Prix,31/5/1992
295,1992,7,7,Canadian Grand Prix,14/6/1992
296,1992,8,8,French Grand Prix,5/7/1992
297,1992,9,9,British Grand Prix,12/7/1992
298,1992,10,10,German Grand Prix,26/7/1992
299,1992,11,11,Hungarian Grand Prix,16/8/1992
300,1992,12,13,Belgian Grand Prix,30/8/1992
301,1992,13,14,Italian Grand Prix,13/9/1992
302,1992,14,27,Portuguese Grand Prix,27/9/1992
303,1992,15,22,Japanese Grand Prix,25/10/1992
304,1992,16,29,Australian Grand Prix,8/11/1992
305,1991,1,33,United States Grand Prix,10/3/1991
306,1991,2,18,Brazilian Grand Prix,24/3/1991
307,1991,3,21,San Marino Grand Prix,28/4/1991
308,1991,4,6,Monaco Grand Prix,12/5/1991
309,1991,5,7,Canadian Grand Prix,2/6/1991
310,1991,6,32,Mexican Grand Prix,16/6/1991
311,1991,7,8,French Grand Prix,7/7/1991
312,1991,8,9,British Grand Prix,14/7/1991
313,1991,9,10,German Grand Prix,28/7/1991
314,1991,10,11,Hungarian Grand Prix,11/8/1991
315,1991,11,13,Belgian Grand Prix,25/8/1991
316,1991,12,14,Italian Grand Prix,8/9/1991
317,1991,13,27,Portuguese Grand Prix,22/9/1991
318,1991,14,4,Spanish Grand Prix,29/9/1991
319,1991,15,22,Japanese Grand Prix,20/10/1991
320,1991,16,29,Australian Grand Prix,3/11/1991
321,1990,1,33,United States Grand Prix,11/3/1990
322,1990,2,18,Brazilian Grand Prix,25/3/1990
323,1990,3,21,San Marino Grand Prix,13/5/1990
324,1990,4,6,Monaco Grand Prix,27/5/1990
325,1990,5,7,Canadian Grand Prix,10/6/1990
326,1990,6,32,Mexican Grand Prix,24/6/1990
327,1990,7,34,French Grand Prix,8/7/1990
328,1990,8,9,British Grand Prix,15/7/1990
329,1990,9,10,German Grand Prix,29/7/1990
330,1990,10,11,Hungarian Grand Prix,12/8/1990
331,1990,11,13,Belgian Grand Prix,26/8/1990
332,1990,12,14,Italian Grand Prix,9/9/1990
333,1990,13,27,Portuguese Grand Prix,23/9/1990
334,1990,14,26,Spanish Grand Prix,30/9/1990
335,1990,15,22,Japanese Grand Prix,21/10/1990
336,1990,16,29,Australian Grand Prix,4/11/1990
337,2010,1,3,Bahrain Grand Prix,14/3/2010
338,2010,2,1,Australian Grand Prix,28/3/2010
339,2010,3,2,Malaysian Grand Prix,4/4/2010
340,2010,4,17,Chinese Grand Prix,18/4/2010
341,2010,5,4,Spanish Grand Prix,9/5/2010
342,2010,6,6,Monaco Grand Prix,16/5/2010
343,2010,7,5,Turkish Grand Prix,30/5/2010
344,2010,8,7,Canadian Grand Prix,13/6/2010
345,2010,9,12,European Grand Prix,27/6/2010
346,2010,10,9,British Grand Prix,11/7/2010
347,2010,11,10,German Grand Prix,25/7/2010
348,2010,12,11,Hungarian Grand Prix,1/8/2010
349,2010,13,13,Belgian Grand Prix,29/8/2010
350,2010,14,14,Italian Grand Prix,12/9/2010
351,2010,15,15,Singapore Grand Prix,26/9/2010
352,2010,16,22,Japanese Grand Prix,10/10/2010
353,2010,17,35,Korean Grand Prix,24/10/2010
354,2010,18,18,Brazilian Grand Prix,7/11/2010
355,2010,19,24,Abu Dhabi Grand Prix,14/11/2010
356,1989,1,36,Brazilian Grand Prix,26/3/1989
357,1989,2,21,San Marino Grand Prix,23/4/1989
358,1989,3,6,Monaco Grand Prix,7/5/1989
359,1989,4,32,Mexican Grand Prix,28/5/1989
360,1989,5,33,United States Grand Prix,4/6/1989
361,1989,6,7,Canadian Grand Prix,18/6/1989
362,1989,7,34,French Grand Prix,9/7/1989
363,1989,8,9,British Grand Prix,16/7/1989
364,1989,9,10,German Grand Prix,30/7/1989
365,1989,10,11,Hungarian Grand Prix,13/8/1989
366,1989,11,13,Belgian Grand Prix,27/8/1989
367,1989,12,14,Italian Grand Prix,10/9/1989
368,1989,13,27,Portuguese Grand Prix,24/9/1989
369,1989,14,26,Spanish Grand Prix,1/10/1989
370,1989,15,22,Japanese Grand Prix,22/10/1989
371,1989,16,29,Australian Grand Prix,5/11/1989
372,1988,1,36,Brazilian Grand Prix,3/4/1988
373,1988,2,21,San Marino Grand Prix,1/5/1988
374,1988,3,6,Monaco Grand Prix,15/5/1988
375,1988,4,32,Mexican Grand Prix,29/5/1988
376,1988,5,7,Canadian Grand Prix,12/6/1988
377,1988,6,37,Detroit Grand Prix,19/6/1988
378,1988,7,34,French Grand Prix,3/7/1988
379,1988,8,9,British Grand Prix,10/7/1988
380,1988,9,10,German Grand Prix,24/7/1988
381,1988,10,11,Hungarian Grand Prix,7/8/1988
382,1988,11,13,Belgian Grand Prix,28/8/1988
383,1988,12,14,Italian Grand Prix,11/9/1988
384,1988,13,27,Portuguese Grand Prix,25/9/1988
385,1988,14,26,Spanish Grand Prix,2/10/1988
386,1988,15,22,Japanese Grand Prix,30/10/1988
387,1988,16,29,Australian Grand Prix,13/11/1988
388,1987,1,36,Brazilian Grand Prix,12/4/1987
389,1987,2,21,San Marino Grand Prix,3/5/1987
390,1987,3,13,Belgian Grand Prix,17/5/1987
391,1987,4,6,Monaco Grand Prix,31/5/1987
392,1987,5,37,Detroit Grand Prix,21/6/1987
393,1987,6,34,French Grand Prix,5/7/1987
394,1987,7,9,British Grand Prix,12/7/1987
395,1987,8,10,German Grand Prix,26/7/1987
396,1987,9,11,Hungarian Grand Prix,9/8/1987
397,1987,10,70,Austrian Grand Prix,16/8/1987
398,1987,11,14,Italian Grand Prix,6/9/1987
399,1987,12,27,Portuguese Grand Prix,20/9/1987
400,1987,13,26,Spanish Grand Prix,27/9/1987
401,1987,14,32,Mexican Grand Prix,18/10/1987
402,1987,15,22,Japanese Grand Prix,1/11/1987
403,1987,16,29,Australian Grand Prix,15/11/1987
404,1986,1,36,Brazilian Grand Prix,23/3/1986
405,1986,2,26,Spanish Grand Prix,13/4/1986
406,1986,3,21,San Marino Grand Prix,27/4/1986
407,1986,4,6,Monaco Grand Prix,11/5/1986
408,1986,5,13,Belgian Grand Prix,25/5/1986
409,1986,6,7,Canadian Grand Prix,15/6/1986
410,1986,7,37,Detroit Grand Prix,22/6/1986
411,1986,8,34,French Grand Prix,6/7/1986
412,1986,9,38,British Grand Prix,13/7/1986
413,1986,10,10,German Grand Prix,27/7/1986
414,1986,11,11,Hungarian Grand Prix,10/8/1986
415,1986,12,70,Austrian Grand Prix,17/8/1986
416,1986,13,14,Italian Grand Prix,7/9/1986
417,1986,14,27,Portuguese Grand Prix,21/9/1986
418,1986,15,32,Mexican Grand Prix,12/10/1986
419,1986,16,29,Australian Grand Prix,26/10/1986
420,1985,1,36,Brazilian Grand Prix,7/4/1985
421,1985,2,27,Portuguese Grand Prix,21/4/1985
422,1985,3,21,San Marino Grand Prix,5/5/1985
423,1985,4,6,Monaco Grand Prix,19/5/1985
424,1985,5,7,Canadian Grand Prix,16/6/1985
425,1985,6,37,Detroit Grand Prix,23/6/1985
426,1985,7,34,French Grand Prix,7/7/1985
427,1985,8,9,British Grand Prix,21/7/1985
428,1985,9,20,German Grand Prix,4/8/1985
429,1985,10,70,Austrian Grand Prix,18/8/1985
430,1985,11,39,Dutch Grand Prix,25/8/1985
431,1985,12,14,Italian Grand Prix,8/9/1985
432,1985,13,13,Belgian Grand Prix,15/9/1985
433,1985,14,38,European Grand Prix,6/10/1985
434,1985,15,30,South African Grand Prix,19/10/1985
435,1985,16,29,Australian Grand Prix,3/11/1985
436,1984,1,36,Brazilian Grand Prix,25/3/1984
437,1984,2,30,South African Grand Prix,7/4/1984
438,1984,3,40,Belgian Grand Prix,29/4/1984
439,1984,4,21,San Marino Grand Prix,6/5/1984
440,1984,5,41,French Grand Prix,20/5/1984
441,1984,6,6,Monaco Grand Prix,3/6/1984
442,1984,7,7,Canadian Grand Prix,17/6/1984
443,1984,8,37,Detroit Grand Prix,24/6/1984
444,1984,9,42,Dallas Grand Prix,8/7/1984
445,1984,10,38,British Grand Prix,22/7/1984
446,1984,11,10,German Grand Prix,5/8/1984
447,1984,12,70,Austrian Grand Prix,19/8/1984
448,1984,13,39,Dutch Grand Prix,26/8/1984
449,1984,14,14,Italian Grand Prix,9/9/1984
450,1984,15,20,European Grand Prix,7/10/1984
451,1984,16,27,Portuguese Grand Prix,21/10/1984
452,1983,1,36,Brazilian Grand Prix,13/3/1983
453,1983,2,43,United States Grand Prix West,27/3/1983
454,1983,3,34,French Grand Prix,17/4/1983
455,1983,4,21,San Marino Grand Prix,1/5/1983
456,1983,5,6,Monaco Grand Prix,15/5/1983
457,1983,6,13,Belgian Grand Prix,22/5/1983
458,1983,7,37,Detroit Grand Prix,5/6/1983
459,1983,8,7,Canadian Grand Prix,12/6/1983
460,1983,9,9,British Grand Prix,16/7/1983
461,1983,10,10,German Grand Prix,7/8/1983
462,1983,11,70,Austrian Grand Prix,14/8/1983
463,1983,12,39,Dutch Grand Prix,28/8/1983
464,1983,13,14,Italian Grand Prix,11/9/1983
465,1983,14,38,European Grand Prix,25/9/1983
466,1983,15,30,South African Grand Prix,15/10/1983
467,1982,1,30,South African Grand Prix,23/1/1982
468,1982,2,36,Brazilian Grand Prix,21/3/1982
469,1982,3,43,United States Grand Prix West,4/4/1982
470,1982,4,21,San Marino Grand Prix,25/4/1982
471,1982,5,40,Belgian Grand Prix,9/5/1982
472,1982,6,6,Monaco Grand Prix,23/5/1982
473,1982,7,37,Detroit Grand Prix,6/6/1982
474,1982,8,7,Canadian Grand Prix,13/6/1982
475,1982,9,39,Dutch Grand Prix,3/7/1982
476,1982,10,38,British Grand Prix,18/7/1982
477,1982,11,34,French Grand Prix,25/7/1982
478,1982,12,10,German Grand Prix,8/8/1982
479,1982,13,70,Austrian Grand Prix,15/8/1982
480,1982,14,41,Swiss Grand Prix,29/8/1982
481,1982,15,14,Italian Grand Prix,12/9/1982
482,1982,16,44,Caesars Palace Grand Prix,25/9/1982
483,1981,1,43,United States Grand Prix West,15/3/1981
484,1981,2,36,Brazilian Grand Prix,29/3/1981
485,1981,3,25,Argentine Grand Prix,12/4/1981
486,1981,4,21,San Marino Grand Prix,3/5/1981
487,1981,5,40,Belgian Grand Prix,17/5/1981
488,1981,6,6,Monaco Grand Prix,31/5/1981
489,1981,7,45,Spanish Grand Prix,21/6/1981
490,1981,8,41,French Grand Prix,5/7/1981
491,1981,9,9,British Grand Prix,18/7/1981
492,1981,10,10,German Grand Prix,2/8/1981
493,1981,11,70,Austrian Grand Prix,16/8/1981
494,1981,12,39,Dutch Grand Prix,30/8/1981
495,1981,13,14,Italian Grand Prix,13/9/1981
496,1981,14,7,Canadian Grand Prix,27/9/1981
497,1981,15,44,Caesars Palace Grand Prix,17/10/1981
498,1980,1,25,Argentine Grand Prix,13/1/1980
499,1980,2,18,Brazilian Grand Prix,27/1/1980
500,1980,3,30,South African Grand Prix,1/3/1980
501,1980,4,43,United States Grand Prix West,30/3/1980
502,1980,5,40,Belgian Grand Prix,4/5/1980
503,1980,6,6,Monaco Grand Prix,18/5/1980
504,1980,7,34,French Grand Prix,29/6/1980
505,1980,8,38,British Grand Prix,13/7/1980
506,1980,9,10,German Grand Prix,10/8/1980
507,1980,10,70,Austrian Grand Prix,17/8/1980
